params,delay_s,sigma_multiple,move_window_s,hold_s,vol_window_days,vol_method,signal_mode,bad_hour_rule,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,run_key,run_label,objective,train_start,train_end,test_start,test_end
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-69.68079999999932,-1.3662901960784182,-3.013063214444343,-1.4115106842884475,-84.12239999999949,0.0196078431372549,0.09803921568627451,51,5,0.2,-13.936159999999864,0.17167365648150892,2,3,0.09803921568627451,0,2,0.0,0.0,0.0,14.44160000000017,0.20725364806374655,-84.12239999999949,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-360.71080000000137,-7.072760784313752,-3.049849514715994,-2.531071411649333,-542.7271999999998,0.21568627450980393,0.49019607843137253,51,25,0.44,-14.428432000000052,0.4482573592035299,15,10,0.49019607843137253,1,2,0.5,77.15399999999914,0.2138943441671246,69.43919999999989,0.19250657313282446,-430.1500000000012,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-236.93759999999935,-4.645835294117634,-3.1890019394477194,-2.419156896260424,-253.4859999999991,0.058823529411764705,0.17647058823529413,51,9,0.3333333333333333,-26.32639999999993,0.3018104667609603,4,5,0.17647058823529413,0,2,0.0,0.0,0.0,47.4232,0.20015058817173859,-284.36079999999936,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-217.68079999999972,-4.268250980392152,-3.54217930579098,-2.5446989539647693,-252.22199999999947,0.0196078431372549,0.09803921568627451,51,5,0.2,-43.536159999999946,0.13694760964546981,2,3,0.09803921568627451,0,2,0.0,0.0,0.0,34.54119999999975,0.15867821139944263,-252.22199999999947,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-307.22879999999907,-6.02409411764704,-3.920438161056627,-3.7764235489805675,-372.51159999999817,0.09803921568627451,0.29411764705882354,51,15,0.3333333333333333,-20.481919999999935,0.3120248221105964,5,10,0.29411764705882354,0,2,0.0,0.0,0.0,60.42839999999954,0.19668859169452774,-367.6571999999986,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,4.7035866053226085,460.15679999999975,5.976062337662334,3.3920598053226088,4.771961580240807,-101.74119999999922,0.2077922077922078,0.3246753246753247,77,25,0.64,18.406271999999987,2.6175160888008877,13,12,0.3246753246753247,3,3,1.0,229.3856000000006,0.4984944262477502,128.52280000000022,0.27930218568974813,331.63399999999956,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.6575154671336474,244.66839999999956,3.1775116883116827,2.639717867133648,3.1499457391040204,-52.57679999999999,0.09090909090909091,0.12987012987012986,77,10,0.7,24.466839999999955,3.0809099692458224,5,5,0.12987012987012986,3,3,1.0,140.22520000000054,0.573123460160776,84.48119999999975,0.34528856198838875,160.18719999999982,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,3.3434783894966986,192.3191999999997,2.4976519480519443,2.679713134947386,0.0,-39.45879999999974,0.05194805194805195,0.06493506493506493,77,5,0.8,38.46383999999994,5.873924194349425,3,2,0.06493506493506493,2,3,0.6666666666666666,114.47760000000059,0.5952479003656461,77.48399999999971,0.4028926909013756,114.8352,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,1.382807205275431,34.82399999999929,0.452259740259731,1.339666697855273,0.7940728261312081,-19.55840000000017,0.03896103896103896,0.07792207792207792,77,6,0.5,5.803999999999881,2.1391709410655264,3,3,0.07792207792207792,2,3,0.6666666666666666,31.477600000000056,0.90390535263039,32.39999999999943,0.9303928325292928,2.4239999999998574,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,0.061997094367930494,169.77920000000148,2.2049246753246945,0.8843031634270273,1.253077299649689,-207.521599999999,0.3116883116883117,0.5974025974025974,77,46,0.5217391304347826,3.690852173913077,1.2040686023746983,19,27,0.5974025974025974,1,3,0.3333333333333333,336.13520000000045,1.9798373416767043,139.41840000000087,0.8211747964414937,30.36080000000061,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-48.258137034846385,1.2543999999976414,0.01629090909087846,0.013512353000848002,0.017581050200089307,-155.37720000000087,0.22077922077922077,0.4805194805194805,77,37,0.4594594594594595,0.03390270270263934,1.003207898632031,21,16,0.4805194805194805,2,3,0.6666666666666666,53.28679999999958,42.47991071436525,69.5308000000006,55.42952806132919,-68.27640000000295,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,32.54520000000014,0.4226649350649369,1.8090680674660935,0.0,0.0,0.012987012987012988,0.012987012987012988,77,1,1.0,32.54520000000014,inf,1,0,0.012987012987012988,1,3,0.3333333333333333,32.54520000000014,1.0,32.54520000000014,1.0,0.0,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,24.545199999999603,0.31876883116882604,1.8090680674659354,0.0,0.0,0.012987012987012988,0.012987012987012988,77,1,1.0,24.545199999999603,inf,0,1,0.012987012987012988,1,3,0.3333333333333333,24.545199999999603,1.0,24.545199999999603,1.0,0.0,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-9.379199999999077,-0.12180779220778022,-0.13694572168776026,-0.10883553183664253,-81.05879999999912,0.11688311688311688,0.2077922077922078,77,16,0.5625,-0.5861999999999417,0.9525595736674072,9,7,0.2077922077922078,1,3,0.3333333333333333,23.649999999999938,2.521537018082807,68.53080000000008,7.3066786079843515,-77.90999999999916,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-48.66879999999881,-0.6320623376623222,-0.6387203866974596,-0.6858501080236299,-133.74760000000077,0.2857142857142857,0.6103896103896104,77,47,0.46808510638297873,-1.035506382978698,0.8629917021652751,19,28,0.6103896103896104,1,3,0.3333333333333333,63.154000000001226,1.2976280491814627,64.42280000000088,1.3236981392596991,-113.09159999999969,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-71.37920000000095,-0.9270025974026097,-1.0348987726904344,-0.6814489520291498,-138.46680000000055,0.06493506493506493,0.2077922077922078,77,16,0.3125,-4.46120000000006,0.6996371030183006,7,9,0.2077922077922078,1,3,0.3333333333333333,17.837199999999687,0.24989352640544374,40.43359999999997,0.5664619384918776,-111.81280000000092,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-29.4547999999996,-0.38252987012986495,-1.8090680674660427,0.0,-29.4547999999996,0.0,0.012987012987012988,77,1,0.0,-29.4547999999996,0.0,1,0,0.012987012987012988,0,3,0.0,0.0,0.0,0.0,0.0,-29.4547999999996,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-37.45480000000014,-0.48642597402597587,-1.8090680674661581,0.0,-37.45480000000014,0.0,0.012987012987012988,77,1,0.0,-37.45480000000014,0.0,0,1,0.012987012987012988,0,3,0.0,0.0,0.0,0.0,0.0,-37.45480000000014,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-186.74559999999764,-2.425267532467502,-1.9949289620312505,-1.7861108825180803,-257.5835999999989,0.22077922077922077,0.4805194805194805,77,37,0.4594594594594595,-5.047178378378314,0.6126182190514637,16,21,0.4805194805194805,1,3,0.3333333333333333,27.167200000000562,0.14547705541657155,53.428400000000934,0.2861025909044262,-240.17399999999856,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-400.22080000000153,-5.197672727272747,-2.0742240838337116,-2.2681006430364135,-615.9707999999995,0.2727272727272727,0.5974025974025974,77,46,0.45652173913043476,-8.700452173913078,0.6438481480176297,27,19,0.5974025974025974,1,3,0.3333333333333333,77.15399999999914,0.19277858622040345,85.53079999999954,0.21370903261399513,-485.7516000000011,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-65.17599999999929,-0.8464415584415492,-2.2750219214036576,-0.8744564711034769,-84.12239999999949,0.025974025974025976,0.07792207792207792,77,6,0.3333333333333333,-10.862666666666549,0.22522419712228953,3,3,0.07792207792207792,1,3,0.3333333333333333,4.504800000000028,0.06911746655210625,14.44160000000017,0.22157849515159456,-79.61759999999946,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-186.66880000000126,-2.424270129870146,-2.430785794333365,-2.66627734162873,-211.18000000000092,0.24675324675324675,0.6103896103896104,77,47,0.40425531914893614,-3.9716765957447078,0.5683826650894287,28,19,0.6103896103896104,0,3,0.0,0.0,0.0,65.46120000000069,0.35068099221723315,-252.13000000000193,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-217.68079999999972,-2.827023376623373,-2.868003179781757,-1.68544995652212,-252.22199999999947,0.012987012987012988,0.06493506493506493,77,5,0.2,-43.536159999999946,0.13694760964546981,2,3,0.06493506493506493,0,3,0.0,0.0,0.0,34.54119999999975,0.15867821139944263,-252.22199999999947,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-295.3315999999996,-3.8354753246753193,-3.0584534767948526,-2.1871338564408034,-295.3315999999996,0.03896103896103896,0.12987012987012986,77,10,0.3,-29.53315999999996,0.25750187301698896,5,5,0.12987012987012986,0,3,0.0,0.0,0.0,47.4232,0.16057611173338737,-342.7547999999996,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-585.8431999999997,-7.608353246753243,-4.194504182720134,-3.7733059021671527,-585.8431999999997,0.11688311688311688,0.3246753246753247,77,25,0.36,-23.43372799999999,0.29019641862771095,12,13,0.3246753246753247,0,3,0.0,0.0,0.0,60.42839999999954,0.1031477364591747,-646.2715999999992,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,2.6630780541384276,249.84479999999957,3.2874315789473627,2.1583450457914855,1.9218914452611118,-71.58679999999976,0.06578947368421052,0.10526315789473684,76,8,0.625,31.230599999999946,2.9420505246793347,4,4,0.10526315789473684,2,3,0.6666666666666666,135.36719999999897,0.541805152638755,149.5459999999996,0.5985555833061158,100.29879999999997,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,1.446486694808928,128.40839999999963,1.689584210526311,1.4075572151723934,0.6786813411270218,-111.18160000000023,0.09210526315789473,0.15789473684210525,76,12,0.5833333333333334,10.70069999999997,1.9321194312410728,4,8,0.15789473684210525,2,3,0.6666666666666666,106.4259999999996,0.8288087072185302,113.22039999999966,0.8817211335083996,15.187999999999974,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,0.8146019349001344,58.139999999999375,0.7649999999999918,0.9442655244426198,0.3733036431181132,-81.1916000000005,0.039473684210526314,0.06578947368421052,76,5,0.6,11.627999999999876,1.7160839298646324,2,3,0.06578947368421052,2,3,0.6666666666666666,32.54520000000014,0.559772961816314,79.22239999999931,1.36261437908497,-21.082399999999936,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,0.1368511478174239,145.66600000000085,1.9166578947368533,0.7250973145605148,1.0642387631807966,-270.7103999999998,0.3157894736842105,0.5394736842105263,76,41,0.5853658536585366,3.5528292682927036,1.1707892327721725,18,23,0.5394736842105263,2,3,0.6666666666666666,229.3856000000006,1.574736726483869,146.6172000000002,1.0065300070023158,-0.9511999999993463,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-0.2074704978976692,108.48640000000088,1.427452631578959,0.5908843670424431,0.9807305324141268,-348.6324000000003,0.13157894736842105,0.3026315789473684,76,23,0.43478260869565216,4.716800000000041,1.167599677921095,9,14,0.3026315789473684,2,3,0.6666666666666666,140.22520000000054,1.2925601734410894,150.6180000000001,1.3883583564391377,-42.131599999999224,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-0.567874232105433,145.4312000000012,1.9135684210526476,0.6126308818497472,0.9383837718546918,-282.5528000000003,0.4342105263157895,0.8157894736842105,76,62,0.532258064516129,2.345664516129052,1.1111166122663536,28,34,0.8157894736842105,1,3,0.3333333333333333,336.13520000000045,2.3113004637244114,139.41840000000087,0.9586553641859499,6.01280000000034,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-2.730196479287815,17.337200000000347,0.22812105263158353,0.14234436123538732,0.18866960356789594,-201.12839999999977,0.3157894736842105,0.6842105263157895,76,52,0.46153846153846156,0.3334076923076995,1.02913760278798,26,26,0.6842105263157895,2,3,0.6666666666666666,53.28679999999958,3.073552822831744,69.5308000000006,4.01049765821466,-52.193600000000245,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,60.94639999999966,0.8019263157894693,2.543569575725568,0.0,0.0,0.02631578947368421,0.02631578947368421,76,2,1.0,30.47319999999983,inf,1,1,0.02631578947368421,2,3,0.6666666666666666,36.40120000000006,0.5972657942060607,36.40120000000006,0.5972657942060607,24.545199999999603,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-59.56520000000022,-0.7837526315789503,-0.5584268846117988,-0.4884432402625574,-200.66240000000062,0.19736842105263158,0.40789473684210525,76,31,0.4838709677419355,-1.921458064516137,0.8642706620534242,14,17,0.40789473684210525,1,3,0.3333333333333333,23.649999999999938,0.3970439115456651,68.53080000000008,1.1505174162094618,-128.0960000000003,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-97.56519999999976,-1.2837526315789443,-0.9147067808896309,-0.9470094730638929,-258.0067999999998,0.15789473684210525,0.40789473684210525,76,31,0.3870967741935484,-3.1472645161290256,0.7900366103609117,17,14,0.40789473684210525,0,3,0.0,0.0,0.0,99.41720000000102,1.0189821780717023,-196.98240000000078,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-101.01679999999783,-1.329168421052603,-1.1517090388863398,-2.017683145856896,-238.96800000000007,0.34210526315789475,0.8289473684210527,76,63,0.4126984126984127,-1.6034412698412355,0.8146444002927052,35,28,0.8289473684210527,0,3,0.0,0.0,0.0,65.46120000000069,0.6480229031210858,-166.47799999999853,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-225.51360000000093,-2.967284210526328,-1.2227917142116664,-1.1676417444345357,-516.8812000000012,0.17105263157894737,0.3026315789473684,76,23,0.5652173913043478,-9.804939130434818,0.7202823848811247,14,9,0.3026315789473684,1,3,0.3333333333333333,8.655199999999859,0.038379946930029156,93.46480000000008,0.4144530529422602,-318.978400000001,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-83.85999999999937,-1.1034210526315706,-1.3246451479291181,-0.6065217939456395,-84.77759999999932,0.02631578947368421,0.06578947368421052,76,5,0.4,-16.771999999999874,0.45780780042982344,3,2,0.06578947368421052,0,3,0.0,0.0,0.0,58.401199999999946,0.6964130694013878,-142.26119999999932,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-352.33400000000086,-4.635973684210538,-1.7470996958593605,-1.8908468011912278,-474.7228000000016,0.2236842105263158,0.5394736842105263,76,41,0.4146341463414634,-8.593512195121972,0.6852572387422639,23,18,0.5394736842105263,1,3,0.3333333333333333,16.25000000000017,0.04612101017784299,120.4424000000004,0.3418415480765413,-472.7764000000013,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-456.5688000000013,-6.007484210526333,-1.9204828061812838,-2.954188326430913,-721.0852000000002,0.3684210526315789,0.8157894736842105,76,62,0.45161290322580644,-7.364012903225825,0.7183828966427902,34,28,0.8157894736842105,1,3,0.3333333333333333,20.805999999999507,0.04557034996696981,110.42679999999955,0.24186234363802175,-566.9956000000009,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-189.59159999999963,-2.494626315789469,-2.025821619360212,-1.1208589686812547,-189.59159999999963,0.05263157894736842,0.15789473684210525,76,12,0.3333333333333333,-15.799299999999969,0.37909663727943077,8,4,0.15789473684210525,1,3,0.3333333333333333,4.504800000000028,0.023760546353319645,92.41320000000029,0.48743298753742503,-282.00479999999993,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-278.6628000000004,-3.6666157894736897,-2.2767630442242472,-2.6354000644969564,-278.6628000000004,0.3157894736842105,0.6842105263157895,76,52,0.46153846153846156,-5.358900000000007,0.6236776316642381,26,26,0.6842105263157895,0,3,0.0,0.0,0.0,93.41759999999937,0.3352352735994874,-372.08039999999977,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-290.1551999999996,-3.817831578947363,-2.4413084474948317,-1.27704156870793,-344.44320000000005,0.039473684210526314,0.10526315789473684,76,8,0.375,-36.26939999999995,0.2809133562591012,4,4,0.10526315789473684,0,3,0.0,0.0,0.0,66.41319999999978,0.22888853965050385,-356.5683999999994,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-215.01680000000215,-2.82916842105266,-2.444912644794496,-2.8546086553447503,-229.8364000000024,0.3815789473684211,0.8289473684210527,76,63,0.4603174603174603,-3.412965079365114,0.638037867371272,28,35,0.8289473684210527,0,3,0.0,0.0,0.0,35.56959999999955,0.16542707360540754,-250.5864000000017,robust_percent_strict,Strict robust percent-vol: sit out if unstable,robust_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
