params,delay_s,sigma_multiple,move_window_s,hold_s,vol_window_days,vol_method,signal_mode,bad_hour_rule,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,rebalance,objective,train_start,train_end,test_start,test_end,run_key
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,119.74080000000042,4.43484444444446,2.5787365725136846,0.0,-75.5716000000004,0.1111111111111111,0.14814814814814814,27,4,0.75,29.935200000000105,2.5844682393914806,4,0,0.14814814814814814,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,14.841599999999573,0.5496888888888731,0.6231773939687498,0.0,-42.55839999999986,0.037037037037037035,0.07407407407407407,27,2,0.5,7.420799999999787,1.3487349148463823,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,14.841599999999573,0.5496888888888731,0.6231773939687498,0.0,-42.55839999999986,0.037037037037037035,0.07407407407407407,27,2,0.5,7.420799999999787,1.3487349148463823,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,3.837200000000337,0.142118518518531,0.14644422797215131,0.0,-53.59639999999909,0.037037037037037035,0.07407407407407407,27,2,0.5,1.9186000000001684,1.071594360815266,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,3.837200000000337,0.142118518518531,0.14644422797215131,0.0,-53.59639999999909,0.037037037037037035,0.07407407407407407,27,2,0.5,1.9186000000001684,1.071594360815266,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0,0,0.0,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-14.162800000000345,-0.524548148148161,-0.5370702775971948,0.0,-62.56639999999943,0.037037037037037035,0.07407407407407407,27,2,0.5,-7.081400000000173,0.7736356894435152,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-14.162800000000345,-0.524548148148161,-0.5370702775971948,0.0,-62.56639999999943,0.037037037037037035,0.07407407407407407,27,2,0.5,-7.081400000000173,0.7736356894435152,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-25.158399999999574,-0.9317925925925769,-1.0362949499753467,0.0,-62.59999999999943,0.037037037037037035,0.07407407407407407,27,2,0.5,-12.579199999999787,0.5981086261980767,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-25.158399999999574,-0.9317925925925769,-1.0362949499753467,0.0,-62.59999999999943,0.037037037037037035,0.07407407407407407,27,2,0.5,-12.579199999999787,0.5981086261980767,1,1,0.07407407407407407,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,-140.25920000000042,-5.194785185185201,-2.9363468268249213,-3.0328252178287394,-158.0972000000008,0.037037037037037035,0.14814814814814814,27,4,0.25,-35.064800000000105,0.3342788090044207,0,4,0.14814814814814814,monthly,total_pnl_cents,2025-10-01,2025-10-31,2025-11-01,2025-11-30,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,244.27839999999625,244.27839999999625,4.789772549019534,1.8046400592015417,3.415678732748605,-313.52160000000214,0.2549019607843137,0.49019607843137253,51,25,0.52,9.771135999999853,1.5029748766233204,10,15,0.49019607843137253,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,244.27839999999625,244.27839999999625,4.789772549019534,1.8046400592015417,3.415678732748605,-313.52160000000214,0.2549019607843137,0.49019607843137253,51,25,0.52,9.771135999999853,1.5029748766233204,10,15,0.49019607843137253,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,180.77120000000122,180.77120000000122,3.5445333333333573,1.944705047462697,2.4177173185341485,-92.08599999999902,0.17647058823529413,0.29411764705882354,51,15,0.6,12.05141333333341,1.6715216102444166,10,5,0.29411764705882354,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,132.06240000000116,132.06240000000116,2.5894588235294345,1.6512264731342285,2.257207962514977,-62.56639999999943,0.09803921568627451,0.17647058823529413,51,9,0.5555555555555556,14.673600000000128,1.7171691719523896,5,4,0.17647058823529413,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,129.31920000000017,129.31920000000017,2.5356705882352975,2.1107448838323157,18.36548700520972,-42.55839999999986,0.058823529411764705,0.09803921568627451,51,5,0.6,25.86384000000003,2.5767326853391506,3,2,0.09803921568627451,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,129.31920000000017,129.31920000000017,2.5356705882352975,2.1107448838323157,18.36548700520972,-42.55839999999986,0.058823529411764705,0.09803921568627451,51,5,0.6,25.86384000000003,2.5767326853391506,3,2,0.09803921568627451,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,74.96759999999983,74.96759999999983,1.4699529411764674,0.7404312005190168,0.959105988800663,-168.64039999999923,0.21568627450980393,0.39215686274509803,51,20,0.55,3.7483799999999894,1.1908207617191637,13,7,0.39215686274509803,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,53.970800000000736,53.970800000000736,1.0582509803921714,0.6319475317928309,0.8250736830978888,-134.6683999999996,0.09803921568627451,0.21568627450980393,51,11,0.45454545454545453,4.9064363636364305,1.205810347641586,7,4,0.21568627450980393,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-110.02920000000074,-110.02920000000074,-2.1574352941176618,-1.2765165432146208,-1.5923247571431485,-184.01119999999995,0.11764705882352941,0.21568627450980393,51,11,0.5454545454545454,-10.002654545454613,0.6780829131967314,4,7,0.21568627450980393,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-154.68080000000018,-154.68080000000018,-3.0329568627451016,-2.437784721058482,-4.28755785851294,-226.66359999999978,0.0392156862745098,0.09803921568627451,51,5,0.4,-30.936160000000037,0.317575473079927,2,3,0.09803921568627451,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-154.68080000000018,-154.68080000000018,-3.0329568627451016,-2.437784721058482,-4.28755785851294,-226.66359999999978,0.0392156862745098,0.09803921568627451,51,5,0.4,-30.936160000000037,0.317575473079927,2,3,0.09803921568627451,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-177.0323999999998,-177.0323999999998,-3.471223529411761,-1.734723875837192,-1.9504228807393895,-268.04159999999956,0.17647058823529413,0.39215686274509803,51,20,0.45,-8.851619999999992,0.662257098552511,7,13,0.39215686274509803,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-177.9376000000011,-177.9376000000011,-3.4889725490196297,-2.1794776658120063,-2.5750841204574293,-251.91960000000034,0.0784313725490196,0.17647058823529413,51,9,0.4444444444444444,-19.770844444444567,0.47940043347797606,4,5,0.17647058823529413,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-257.2288000000012,-257.2288000000012,-5.043701960784337,-2.716109681793647,-3.136790220197275,-293.3496000000001,0.11764705882352941,0.29411764705882354,51,15,0.4,-17.14858666666674,0.48142742288608265,5,10,0.29411764705882354,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-371.7215999999963,-371.7215999999963,-7.288658823529339,-2.7218319007681564,-2.545649940395699,-592.4891999999986,0.21568627450980393,0.49019607843137253,51,25,0.44,-14.868863999999853,0.5356544680510897,15,10,0.49019607843137253,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-371.7215999999963,-371.7215999999963,-7.288658823529339,-2.7218319007681564,-2.545649940395699,-592.4891999999986,0.21568627450980393,0.49019607843137253,51,25,0.44,-14.868863999999853,0.5356544680510897,15,10,0.49019607843137253,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,24.545199999999603,0.4812784313725412,2.2228757209041987,0.0,0.0,0.0196078431372549,0.0196078431372549,51,1,1.0,24.545199999999603,inf,0,1,0.0196078431372549,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,24.545199999999603,0.4812784313725412,2.2228757209041987,0.0,0.0,0.0196078431372549,0.0196078431372549,51,1,1.0,24.545199999999603,inf,0,1,0.0196078431372549,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-29.4547999999996,-0.5775450980392078,-2.222875720904306,0.0,-29.4547999999996,0.0,0.0196078431372549,51,1,0.0,-29.4547999999996,0.0,1,0,0.0196078431372549,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-29.4547999999996,-0.5775450980392078,-2.222875720904306,0.0,-29.4547999999996,0.0,0.0196078431372549,51,1,0.0,-29.4547999999996,0.0,1,0,0.0196078431372549,monthly,total_pnl_cents,2025-10-01,2025-11-30,2025-12-01,2025-12-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,432.1568000000017,432.1568000000017,5.612425974025996,2.8296816760838595,3.9433207813163387,-92.08599999999902,0.19480519480519481,0.3246753246753247,77,25,0.6,17.286272000000068,2.094010239460808,13,12,0.3246753246753247,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,388.25440000000026,388.25440000000026,5.042264935064939,2.29690586814694,3.42502819808636,-168.64039999999923,0.2727272727272727,0.4805194805194805,77,37,0.5675675675675675,10.493362162162166,1.6659544936539037,21,16,0.4805194805194805,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,324.34199999999583,324.34199999999583,4.212233766233712,1.4462031999530138,2.4139753707444327,-313.52160000000214,0.3116883116883117,0.6103896103896104,77,47,0.5106382978723404,6.900893617021188,1.3303957757193439,19,28,0.6103896103896104,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,310.7899999999955,310.7899999999955,4.036233766233708,1.3860830269095266,2.313112102267548,-313.52160000000214,0.2987012987012987,0.5974025974025974,77,46,0.5,6.7563043478259885,1.3165908304685017,19,27,0.5974025974025974,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,186.66840000000118,186.66840000000118,2.4242649350649503,1.8232945259485613,2.1132099359726535,-62.56639999999943,0.07792207792207792,0.12987012987012986,77,10,0.6,18.666840000000118,2.0137088365626963,5,5,0.12987012987012986,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,129.31920000000017,129.31920000000017,1.679470129870132,1.718378247002513,12.16415373072332,-42.55839999999986,0.03896103896103896,0.06493506493506493,77,5,0.6,25.86384000000003,2.5767326853391506,3,2,0.06493506493506493,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,125.62080000000108,125.62080000000108,1.631438961038975,1.0674528060585344,1.391906557251227,-134.6683999999996,0.1038961038961039,0.2077922077922078,77,16,0.5,7.8513000000000694,1.3923349936099967,9,7,0.2077922077922078,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,119.82400000000013,119.82400000000013,1.5561558441558458,1.5869727940018026,1.3528475115872356,-48.953999999999766,0.03896103896103896,0.07792207792207792,77,6,0.5,19.97066666666669,2.309374467285289,3,3,0.07792207792207792,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.75,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-150.17600000000016,-150.17600000000016,-1.9503376623376645,-1.9230184286212288,-2.7571066616955027,-226.66359999999978,0.03896103896103896,0.07792207792207792,77,6,0.5,-25.02933333333336,0.3374498596157449,3,3,0.07792207792207792,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.75x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.75,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-154.68080000000018,-154.68080000000018,-2.008841558441561,-1.982622403261334,-2.839811049144935,-226.66359999999978,0.025974025974025976,0.06493506493506493,77,5,0.4,-30.936160000000037,0.317575473079927,2,3,0.06493506493506493,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.55,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-206.37920000000108,-206.37920000000108,-2.6802493506493645,-1.7287234404478384,-1.616166120281179,-284.3788000000009,0.1038961038961039,0.2077922077922078,77,16,0.5,-12.898700000000066,0.5755187872435438,7,9,0.2077922077922078,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.55x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.55,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-237.33160000000115,-237.33160000000115,-3.0822285714285864,-2.2573492959761747,-2.498581268810799,-294.76520000000056,0.05194805194805195,0.12987012987012986,77,10,0.4,-23.733160000000115,0.40842737911141314,5,5,0.12987012987012986,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,0.25,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-541.2099999999956,-541.2099999999956,-7.028701298701241,-2.401298300208696,-2.7927671892213377,-793.7131999999978,0.2727272727272727,0.5974025974025974,77,46,0.45652173913043476,-11.765434782608597,0.6176215823617461,27,19,0.5974025974025974,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,0.4,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-557.8432000000016,-557.8432000000016,-7.244716883116904,-3.5738736657161088,-3.9387174505250897,-575.681200000002,0.12987012987012986,0.3246753246753247,77,25,0.4,-22.313728000000072,0.38211191924347315,12,13,0.3246753246753247,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-559.6579999999959,-559.6579999999959,-7.268285714285661,-2.482571124136933,-2.8950626939848254,-812.1611999999981,0.2727272727272727,0.6103896103896104,77,47,0.44680851063829785,-11.907617021276506,0.6096750930726624,28,19,0.6103896103896104,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.4x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.4,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-573.7456000000002,-573.7456000000002,-7.451241558441561,-3.349280951623018,-3.648111514008489,-591.5836000000006,0.19480519480519481,0.4805194805194805,77,37,0.40540540540540543,-15.506637837837843,0.46883709286918857,16,21,0.4805194805194805,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,24.545199999999603,0.31876883116882604,1.8090680674659354,0.0,0.0,0.012987012987012988,0.012987012987012988,77,1,1.0,24.545199999999603,inf,0,1,0.012987012987012988,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | continuation | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,continuation,exit_by_midnight,-inf,24.545199999999603,0.31876883116882604,1.8090680674659354,0.0,0.0,0.012987012987012988,0.012987012987012988,77,1,1.0,24.545199999999603,inf,0,1,0.012987012987012988,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=3600s | reversal | exit_by_midnight,120,1.0,1800,3600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-29.4547999999996,-0.38252987012986495,-1.8090680674660427,0.0,-29.4547999999996,0.0,0.012987012987012988,77,1,0.0,-29.4547999999996,0.0,1,0,0.012987012987012988,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=1x percent_to_dollar sigma (63D)/1800s | hold=21600s | reversal | exit_by_midnight,120,1.0,1800,21600,63,percent_to_dollar,reversal,exit_by_midnight,-inf,-29.4547999999996,-0.38252987012986495,-1.8090680674660427,0.0,-29.4547999999996,0.0,0.012987012987012988,77,1,0.0,-29.4547999999996,0.0,1,0,0.012987012987012988,monthly,total_pnl_cents,2025-10-01,2025-12-31,2026-01-01,2026-01-31,percent_to_dollar_monthly_pnl_objective
a=120s | move=0.25x percent_to_dollar sigma (63D)/1800s | hold=3600s | continuation | exit_by_midnight,120,0.25,1800,3600,63,percent_to_dollar,continuation,exit_by_midnight,452.00399999999377,452.00399999999377,5.947421052631497,1.533047090840695,2.4414929180448066,-411.4384000000009,0.4473684210526316,0.8289473684210527,76,63,0.5396825396825397,7.174666666666566,1.2939401522336338,29,34,0.8289473684210527,monthly,total_pnl_cents,2025-11-01,2026-01-31,2026-02-01,2026-02-28,percent_to_dollar_monthly_pnl_objective
